Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-01 00:00:00-05:00,356.32000732421875,387.9200134277344,355.94000244140625,383.739990234375,73388600,0.0,0.0
2024-02-01 00:00:00-05:00,384.0,430.0,381.4800109863281,409.3999938964844,72732800,0.0,0.0
2024-03-01 00:00:00-05:00,409.4800109863281,421.44000244140625,398.7799987792969,420.5199890136719,72469000,0.0,0.0
2024-04-01 00:00:00-04:00,421.489990234375,424.5199890136719,395.6600036621094,396.7300109863281,63839500,0.0,0.0
2024-05-01 00:00:00-04:00,396.6099853515625,417.3299865722656,396.3500061035156,414.3999938964844,67996000,0.0,0.0
2024-06-01 00:00:00-04:00,414.8900146484375,417.0,403.3299865722656,406.79998779296875,78681900,0.0,0.0
2024-07-01 00:00:00-04:00,408.0899963378906,449.25,403.82000732421875,438.5,79757100,0.0,0.0
2024-08-01 00:00:00-04:00,439.6700134277344,476.95001220703125,406.1099853515625,475.9200134277344,86487700,0.0,0.0
2024-09-01 00:00:00-04:00,475.0,484.82000732421875,445.25,460.260009765625,86527300,0.0,0.0
2024-10-01 00:00:00-04:00,459.1099853515625,467.8399963378906,450.57000732421875,450.9200134277344,74179800,0.0,0.0
2024-11-01 00:00:00-04:00,451.489990234375,491.6700134277344,437.8999938964844,483.0199890136719,82463700,0.0,0.0
2024-12-01 00:00:00-05:00,484.79998779296875,485.0899963378906,446.0899963378906,453.2799987792969,86543600,0.0,0.0
2025-01-01 00:00:00-05:00,455.9599914550781,474.92999267578125,440.1000061035156,468.6700134277344,82529800,0.0,0.0
2025-02-01 00:00:00-05:00,461.29998779296875,515.3699951171875,454.6000061035156,513.8300170898438,76964000,0.0,0.0
2025-03-01 00:00:00-05:00,516.219970703125,537.6300048828125,488.75,532.5800170898438,108212100,0.0,0.0
2025-04-01 00:00:00-04:00,531.8800048828125,539.0,462.1000061035156,533.25,126914300,0.0,0.0
2025-05-01 00:00:00-04:00,531.0,542.0700073242188,500.19000244140625,503.9599914550781,112372900,0.0,0.0
2025-06-01 00:00:00-04:00,501.70001220703125,503.2300109863281,481.7200012207031,485.7699890136719,95956700,0.0,0.0
2025-07-01 00:00:00-04:00,485.7799987792969,491.0899963378906,467.6499938964844,471.8800048828125,96605400,0.0,0.0
2025-08-01 00:00:00-04:00,473.4700012207031,506.7200012207031,455.19000244140625,502.9800109863281,104548900,0.0,0.0
2025-09-01 00:00:00-04:00,504.239990234375,507.6600036621094,486.2699890136719,502.739990234375,87763300,0.0,0.0
2025-10-01 00:00:00-04:00,502.5,504.9700012207031,473.7200012207031,477.5400085449219,94476800,0.0,0.0
2025-11-01 00:00:00-04:00,479.510009765625,516.8499755859375,473.1499938964844,513.8099975585938,108405100,0.0,0.0
2025-12-01 00:00:00-05:00,513.6500244140625,514.489990234375,488.9200134277344,502.6499938964844,96022800,0.0,0.0
2026-01-01 00:00:00-05:00,500.9599914550781,504.0799865722656,471.9100036621094,480.5299987792969,97380800,0.0,0.0
2026-02-01 00:00:00-05:00,481.29998779296875,512.1300048828125,478.54998779296875,504.95001220703125,89236400,0.0,0.0
2026-03-01 00:00:00-05:00,495.2300109863281,500.8599853515625,467.2099914550781,479.20001220703125,113618300,0.0,0.0
2026-04-01 00:00:00-04:00,478.9800109863281,487.95001220703125,464.010009765625,473.6000061035156,95341200,0.0,0.0
2026-05-01 00:00:00-04:00,475.0799865722656,489.4200134277344,464.3399963378906,486.3800048828125,83525672,0.0,0.0
