Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-02 00:00:00-05:00,400.9011536884105,401.1481113301572,395.3692964840447,397.6907043457031,58026900,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,395.06314019202443,396.1201263177863,393.0479871898376,393.48260498046875,47002800,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,391.61560657896115,394.72726726631595,391.2402260881703,391.4575500488281,39432800,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,391.6254158366117,394.69755423754435,390.52890829984204,391.9217529296875,44922800,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,393.14671066359654,400.30848287458235,392.99854209536767,400.02203369140625,42473800,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,397.01899006841586,401.7408190116938,396.82141189491097,400.812255859375,39132900,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,401.1283874203117,404.53638497432706,400.2393458908381,403.52880859375,33962800,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,404.8031476719886,406.1959925651025,399.32066924425925,404.3684997558594,54536200,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,405.40570188156073,406.24536398225337,403.18308286889186,404.575927734375,39595000,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,403.3411407940105,406.11694258110475,401.879140541304,404.5364074707031,43903000,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,401.22719441535935,402.62989707760573,398.0167447545256,402.2545166015625,54386000,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,405.5242901108884,408.5470499542549,404.1808546899271,407.9642333984375,59562500,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,410.16707226895505,416.2125914446626,409.58425576240296,416.0545349121094,70325100,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,418.2573876461551,419.5613313657799,415.9952469706817,416.59783935546875,44880600,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,417.2892673649532,418.54383150320854,415.4519169444807,418.3265075683594,33003800,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,422.2383417474242,424.6190172669874,420.1540033688027,420.6479187011719,46948000,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,423.14710962158966,423.8188573538376,418.820436831776,421.1615905761719,44367200,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,419.274865020307,421.02331450792843,418.0005549754572,418.65252685546875,37137000,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,419.10690942510337,423.1372754590085,418.45493756237755,422.939697265625,38694700,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,421.90247237056735,422.47540087743624,419.2155718239364,420.1243591308594,36739000,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,415.72857054302847,417.72397777360334,411.7179801736245,411.8957824707031,64010600,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,413.69360908615386,417.23991752552706,412.7255241901297,416.7460021972656,51008600,0.0,0.0,0.0
2024-02-02 00:00:00-05:00,418.6425959598453,425.00422743156474,417.64490755388323,423.7892150878906,59602400,0.0,0.0,0.0
2024-02-05 00:00:00-05:00,423.84856476903775,424.38197169096117,419.82808621420355,423.2361145019531,39889200,0.0,0.0,0.0
2024-02-06 00:00:00-05:00,424.38197351606397,424.9845659772475,420.0454120005449,422.3865661621094,35846100,0.0,0.0,0.0
2024-02-07 00:00:00-05:00,425.1721815556776,427.5627147786143,423.8682378997858,426.7329406738281,37712700,0.0,0.0,0.0
2024-02-08 00:00:00-05:00,426.8515066116603,428.28387317609645,426.1699311674683,427.52325439453125,29889900,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,428.65927564991955,432.5216974781875,427.8690231128558,431.7314147949219,36943900,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,431.6226796727069,433.79591892479124,429.3605392893367,430.0421447753906,33203300,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,422.0802438633787,426.0216781826748,420.1539621974179,423.33477783203125,64491700,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,426.0118887813397,428.3727885417839,423.6608468287441,427.9480285644531,45092700,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,428.63953454621475,429.6866327349951,426.0810263616753,429.22235107421875,38796100,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,429.5976661604037,429.6964251039184,424.6189914716384,425.3302307128906,53716500,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,423.3348244505183,424.8462041800542,418.34629159155463,422.11981201171875,53999500,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,419.3835049137998,420.51953431757676,416.49905619784107,420.43060302734375,49779000,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,429.2025325203063,433.7761932856845,428.43202581368143,432.7389831542969,53887800,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,434.29976044260496,435.22832371062657,430.48674841765705,431.4646911621094,39853900,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,432.27472813436947,433.26255885215994,431.04979754489244,431.23748779296875,33043200,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,432.34387462219166,432.6599575342669,429.7359871107177,432.27471923828125,33713200,0.0,0.0,0.0
