Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-01 00:00:00-05:00,361.1486319309932,371.76726882316444,357.81466389152615,367.4793395996094,87501200,0.213,0.0,0.0
2024-02-01 00:00:00-05:00,367.7172845396354,378.74687735610104,366.8110046478,375.9605712890625,66004000,0.612,0.0,0.0
2024-03-01 00:00:00-05:00,376.457522684801,385.1193782322109,371.69688961946247,384.0957946777344,70810900,0.933,0.0,0.0
2024-04-01 00:00:00-04:00,385.0747426996653,385.29735510778806,364.0893285735396,366.01556396484375,91750800,0.198,0.0,0.0
2024-05-01 00:00:00-04:00,366.44960353212446,388.3563854329259,366.0622215275511,375.31109619140625,69101300,0.594,0.0,0.0
2024-06-01 00:00:00-04:00,376.2001348274177,383.68786405797823,371.4087624400194,379.362060546875,49359600,0.874,0.0,0.0
2024-07-01 00:00:00-04:00,381.1331534180976,402.3050568574121,379.3639901778951,397.0849914550781,78368900,0.194,0.0,0.0
2024-08-01 00:00:00-04:00,398.4512604119305,405.1131625956886,374.36132824549617,404.7825012207031,77139800,0.327,0.0,0.0
2024-09-01 00:00:00-04:00,402.87013152881127,414.8323390501951,390.1195308299698,411.83447265625,61897000,1.248,0.0,0.0
2024-10-01 00:00:00-04:00,412.37449814448144,422.89813917781794,407.1028910071981,407.7374572753906,67262300,0.149,0.0,0.0
2024-11-01 00:00:00-04:00,409.83109841223546,440.7000063706934,406.6768131212794,439.53790283203125,78838100,0.266,0.0,0.0
2024-12-01 00:00:00-05:00,440.3133408132104,441.23186376832257,412.0835060509497,415.7771301269531,61525100,1.223,0.0,0.0
2025-01-01 00:00:00-05:00,419.76142145923086,441.3404053690225,410.12830484211156,436.469970703125,55903700,0.162,0.0,0.0
2025-02-01 00:00:00-05:00,430.9675660342187,440.88863917028715,422.5464429084029,429.751953125,50573500,0.659,0.0,0.0
2025-03-01 00:00:00-05:00,431.541755034518,432.6708226386497,399.83932365930673,412.239501953125,58428200,0.801,0.0,0.0
2025-04-01 00:00:00-04:00,411.58092290514594,416.7353886153388,360.34111367680794,399.7079162597656,95234300,0.197,0.0,0.0
2025-05-01 00:00:00-04:00,402.0815113846011,421.873130075653,400.5757367181531,416.1551208496094,55956500,0.322,0.0,0.0
2025-06-01 00:00:00-04:00,414.95505032437933,434.60414094010656,412.75867633273907,434.0033264160156,62030300,1.199,0.0,0.0
2025-07-01 00:00:00-04:00,434.78304566052464,444.7194739156053,432.2643799641775,435.9090270996094,78442700,0.181,0.0,0.0
2025-08-01 00:00:00-04:00,432.5489285258094,452.42987045586983,428.25060647176844,450.6710205078125,95749600,0.266,0.0,0.0
2025-09-01 00:00:00-04:00,446.8843743112896,461.7248330989708,445.07505901224744,458.50164794921875,105680700,1.318,0.0,0.0
2025-10-01 00:00:00-04:00,458.65155903353474,476.32061239157764,450.70940236814863,471.6405944824219,162673000,0.155,0.0,0.0
2025-11-01 00:00:00-04:00,472.285764881473,480.4587110771372,453.9858697616518,473.2974548339844,143704200,0.576,0.0,0.0
2025-12-01 00:00:00-05:00,471.0728185427391,486.2873041143381,469.6924083995743,477.2599182128906,103952900,1.044,0.0,0.0
2026-01-01 00:00:00-05:00,479.57308223881876,493.9946017786914,476.11947808875976,486.7191467285156,128009100,0.179,0.0,0.0
2026-02-01 00:00:00-05:00,486.73611434352784,503.094391336546,484.6353389193885,487.5226745605469,133105300,0.613,0.0,0.0
2026-03-01 00:00:00-05:00,482.82454012740396,489.4437787682584,449.0306162575008,461.74072265625,182101700,0.994,0.0,0.0
2026-04-01 00:00:00-04:00,465.54560336414136,497.89403450170096,458.4325509547405,496.16571044921875,89398200,0.206,0.0,0.0
2026-05-01 00:00:00-04:00,498.8399963378906,508.739990234375,489.0,506.1199951171875,82518921,0.276,0.0,0.0
